date,steps,distance,runDistance,calories
7/20/2018,639,413,80,21
7/21/2018,2923,2176,158,83
7/22/2018,29767,21943,377,720
7/23/2018,14913,10478,602,338
7/24/2018,3105,2272,146,81
7/25/2018,1037,670,113,28
7/26/2018,16949,12268,273,401
7/27/2018,8090,5897,372,202
7/28/2018,15858,10815,324,335
7/29/2018,5417,3696,287,119
7/30/2018,14412,10589,237,347
7/31/2018,9136,6569,461,224
8/1/2018,16284,12140,374,416
8/2/2018,7484,5589,362,206
8/3/2018,7074,5218,349,181
8/4/2018,1888,1297,92,45
8/5/2018,7703,5818,135,197
8/6/2018,8984,6618,508,238
8/7/2018,10729,7884,712,268
8/8/2018,8965,6764,390,248
8/9/2018,7195,5128,338,176
8/10/2018,438,283,88,15
8/11/2018,24,16,15,1
8/12/2018,11337,8256,462,293
8/13/2018,6081,4453,211,155
8/14/2018,13673,10250,382,357
8/15/2018,8837,6570,366,238
8/16/2018,7871,5787,411,203
8/17/2018,7678,5552,342,198
8/18/2018,10879,7893,534,278
8/19/2018,12689,9375,190,303
8/20/2018,13143,9648,593,341
8/21/2018,12496,9004,700,308
8/22/2018,8483,6228,601,215
8/23/2018,5864,3818,448,128
8/24/2018,8635,6351,534,227
8/25/2018,13707,10009,439,330
8/26/2018,18422,13482,366,456
8/27/2018,7753,5739,406,207
8/28/2018,7408,5381,463,186
8/29/2018,7766,5681,227,196
8/30/2018,852,551,82,24
8/31/2018,2517,1864,187,75
9/1/2018,655,423,44,18
9/2/2018,1745,1211,148,49
9/3/2018,19099,15005,275,554
9/4/2018,2495,1762,206,68
9/5/2018,857,554,110,22
9/6/2018,7736,5670,470,199
9/7/2018,6140,4581,283,170
9/8/2018,509,329,84,14
9/9/2018,4168,3154,171,122
9/10/2018,9752,7074,678,248
9/11/2018,12261,8851,425,306
9/12/2018,3755,2775,92,103
9/13/2018,13960,10406,421,363
9/14/2018,8378,5963,461,200
9/15/2018,19272,13706,384,440
9/16/2018,4054,2982,187,110
9/17/2018,8739,6454,409,232
9/18/2018,15103,10962,1287,377
9/19/2018,12331,9083,421,324
9/20/2018,7075,4956,457,167
9/21/2018,13357,10234,326,374
9/22/2018,2073,1403,140,54
9/23/2018,15394,11561,429,401
9/24/2018,10022,7572,614,286
9/25/2018,6804,5011,299,174
9/26/2018,11046,8012,574,271
9/27/2018,15581,11600,366,402
9/28/2018,1824,1254,132,46
9/29/2018,8859,6800,241,248
9/30/2018,9357,6969,228,241
10/1/2018,19897,14799,669,512
10/2/2018,12881,9560,536,340
10/3/2018,5896,4100,226,150
10/4/2018,4795,3432,182,120
10/5/2018,12115,8832,302,297
10/6/2018,3939,2812,143,100
10/7/2018,10635,7754,62,248
10/8/2018,6920,5280,111,184
10/9/2018,14052,10672,206,362
10/10/2018,10861,8092,73,266
10/11/2018,18771,13743,371,444
10/12/2018,16760,12007,222,377
10/13/2018,12539,9143,298,302
10/14/2018,13883,10330,555,361
10/15/2018,4627,3083,255,100
10/16/2018,6390,4604,265,151
10/17/2018,7008,5124,374,182
10/18/2018,3229,2215,197,76
10/19/2018,3230,2125,207,70
10/20/2018,1582,1030,217,38
10/21/2018,7988,5903,177,193
10/22/2018,6134,4225,268,138
10/23/2018,2419,1564,239,54
10/24/2018,11046,7994,381,278
10/25/2018,1144,739,79,28
10/26/2018,1622,1069,179,41
10/27/2018,1197,819,69,29
10/28/2018,526,349,22,12
10/29/2018,3882,2601,367,90
10/30/2018,4517,3057,346,106
10/31/2018,2587,1729,250,65
11/1/2018,2884,1876,225,63
11/2/2018,3244,2237,223,78
11/3/2018,219,142,27,7
11/4/2018,492,318,61,13
11/5/2018,1624,1059,212,38
11/6/2018,2592,1713,294,60
11/7/2018,10810,8438,183,320
11/8/2018,272,176,55,7
11/9/2018,0,0,0,0
11/10/2018,14,9,9,1
11/11/2018,0,0,0,0
11/12/2018,6532,4779,201,159
11/13/2018,4603,3462,91,125
11/14/2018,7273,5412,305,199
11/15/2018,4046,3016,164,112
11/16/2018,10475,7917,305,285
11/17/2018,23843,17379,762,593
11/18/2018,24505,17849,185,580
11/19/2018,9186,6653,204,229
11/20/2018,5143,3745,226,131
11/21/2018,8013,5840,153,204
11/22/2018,1979,1366,161,46
11/23/2018,3689,2503,240,88
11/24/2018,14,9,0,1
11/25/2018,684,470,25,16
11/26/2018,6934,4953,399,167
11/27/2018,2719,1903,188,65
11/28/2018,2147,1472,267,50
11/29/2018,1966,1385,148,48
11/30/2018,7936,5522,558,192
12/1/2018,10513,7298,1149,246
12/2/2018,7559,5183,605,187
12/3/2018,4874,3496,164,115
12/4/2018,2637,1798,174,61
12/5/2018,4818,3575,136,127
12/6/2018,6953,5394,36,189
12/7/2018,2776,1954,116,70
12/8/2018,5822,3983,423,145
12/9/2018,7178,4826,456,162
12/10/2018,5216,3822,265,136
12/11/2018,9581,7282,308,274
12/12/2018,7766,5698,465,196
12/13/2018,6580,4999,256,188
12/14/2018,10123,7173,618,250
12/15/2018,1869,1278,72,43
12/16/2018,9915,6988,468,242
12/17/2018,5955,4287,264,143
12/18/2018,4094,3006,160,103
12/19/2018,4193,3053,115,108
12/20/2018,1749,1228,120,44
12/21/2018,5862,3981,316,136
12/22/2018,9064,6233,943,220
12/23/2018,7124,4811,395,156
12/24/2018,2356,1695,58,58
12/25/2018,28,18,0,1
12/26/2018,12,8,0,1
12/27/2018,11047,7691,689,255
12/28/2018,7587,5192,483,173
12/29/2018,1019,751,7,25
12/30/2018,9078,6242,512,207
12/31/2018,10551,7277,665,249
1/1/2019,10937,7515,620,251
1/2/2019,9095,6039,800,205
1/3/2019,1805,1295,99,45
1/4/2019,29176,20808,1215,681
1/5/2019,4684,3431,218,122
1/6/2019,21642,15753,356,523
1/7/2019,5751,3993,390,146
1/8/2019,7934,5639,758,199
1/9/2019,11385,8182,494,286
1/10/2019,1778,1225,162,47
1/11/2019,4766,3359,383,117
1/12/2019,6527,4521,414,155
1/13/2019,10433,7277,682,253
1/14/2019,5956,4182,389,145
1/15/2019,5311,3813,358,139
1/16/2019,1556,1095,58,36
1/17/2019,5918,4090,350,141
1/18/2019,3928,2868,171,102
1/19/2019,1318,920,23,30
1/20/2019,5473,4280,105,157
1/21/2019,8603,5989,622,205
1/22/2019,4750,3434,245,122
1/23/2019,10434,7586,434,272
1/24/2019,0,0,0,0
1/25/2019,14087,10107,576,350
1/26/2019,15202,10776,440,343
1/27/2019,17939,12890,216,412
1/28/2019,5738,4094,258,141
1/29/2019,4860,3423,219,114
1/30/2019,2791,1938,84,67
1/31/2019,9891,7070,356,250
2/1/2019,11570,8306,463,299
2/2/2019,12026,8819,865,328
2/3/2019,53,34,0,2
2/4/2019,11653,8175,419,278
2/5/2019,5989,4385,289,150
2/6/2019,9444,7311,54,249
2/7/2019,3761,2709,243,94
2/8/2019,14976,10834,626,373
2/9/2019,3231,2484,76,95
2/10/2019,0,0,0,0
2/11/2019,13890,10347,854,379
2/12/2019,1745,1290,26,48
2/13/2019,8975,6901,220,233
2/14/2019,11950,8738,472,312
2/15/2019,13624,10133,659,357
2/16/2019,19299,13717,417,444
2/17/2019,23412,16717,509,547
2/18/2019,10676,7625,465,257
2/19/2019,3383,2318,230,83
2/20/2019,2737,2078,58,75
2/21/2019,1692,1265,22,46
2/22/2019,7544,5383,356,188
2/23/2019,1219,873,37,30
2/24/2019,11553,8701,813,317
2/25/2019,12452,9033,1355,323
2/26/2019,9380,7335,331,284
2/27/2019,2269,1653,126,59
2/28/2019,9241,6797,426,252
3/1/2019,30526,22261,497,722
3/2/2019,25973,19102,749,638
3/3/2019,11923,8922,356,311
3/4/2019,21917,16428,793,595
3/5/2019,3936,2876,166,96
3/6/2019,9807,7387,378,266
3/7/2019,9447,6852,774,243
3/8/2019,9955,6985,708,238
3/9/2019,11187,8103,377,282
3/10/2019,7292,5092,381,175
3/11/2019,9365,6629,418,230
3/12/2019,12058,8633,963,308
3/13/2019,12122,9212,261,338
3/14/2019,8974,6308,641,221
3/15/2019,22522,16236,336,515
3/16/2019,11359,8094,570,257
3/17/2019,10055,7046,573,236
3/18/2019,20455,14875,572,486
3/19/2019,11491,7936,931,268
3/20/2019,8526,6269,248,220
3/21/2019,13164,10246,348,387
3/22/2019,8293,5948,301,202
3/23/2019,11166,8325,172,285
3/24/2019,0,0,0,0
3/25/2019,6955,5191,156,186
3/26/2019,10176,7702,304,286
3/27/2019,14546,10597,513,381
3/28/2019,9013,6983,250,264
3/29/2019,10031,7714,310,295
3/30/2019,8980,6496,427,234
3/31/2019,6940,4962,344,181
4/1/2019,2474,1708,82,56
4/2/2019,9711,6932,531,240
4/3/2019,6419,4746,443,171
4/4/2019,2148,1490,170,52
4/5/2019,10353,7370,1117,262
4/6/2019,13815,10971,2953,466
4/7/2019,3127,2073,200,71
4/8/2019,9157,6332,478,214
4/9/2019,13611,10029,406,346
4/10/2019,9869,6884,510,236
4/11/2019,2421,1726,184,59
4/12/2019,1280,912,24,33
4/13/2019,8453,5868,547,207
4/14/2019,6624,5766,3451,281
4/15/2019,7286,4933,603,173
4/16/2019,7313,5425,218,193
4/17/2019,9048,6333,1404,237
4/18/2019,18547,13908,517,496
4/19/2019,20401,14667,276,467
4/20/2019,15028,10555,172,337
4/21/2019,30382,22422,256,754
4/22/2019,23829,17416,859,582
4/23/2019,7037,5105,336,179
4/24/2019,7952,6148,131,231
4/25/2019,4801,3277,285,117
4/26/2019,10577,7525,640,265
4/27/2019,1360,879,153,30
4/28/2019,6830,4886,619,180
4/29/2019,8262,5654,1075,201
4/30/2019,6053,4524,409,169
5/1/2019,8666,6779,191,238
5/2/2019,1718,1110,130,40
5/3/2019,8502,6217,473,233
5/4/2019,3300,2279,216,80
5/5/2019,10093,7011,614,246
5/6/2019,11186,7914,546,271
5/7/2019,13892,9832,1152,347
5/8/2019,4487,3152,337,114
5/9/2019,2009,1303,169,47
5/10/2019,2506,1758,193,62
5/11/2019,8194,6001,935,226
5/12/2019,9059,6418,641,229
5/13/2019,8123,6716,3064,310
5/14/2019,7416,5144,1034,181
5/15/2019,7737,5676,419,206
5/16/2019,11177,8691,194,310
5/17/2019,12242,9365,288,356
5/18/2019,7889,5497,551,193
5/19/2019,10354,7457,739,262
5/20/2019,2540,1664,204,60
5/21/2019,9344,6534,692,227
5/22/2019,10857,8552,309,336
5/23/2019,8186,5592,875,195
5/24/2019,6404,4392,177,250
5/25/2019,10495,7557,412,272
5/26/2019,12853,10287,4405,458
5/27/2019,2849,1868,365,70
5/28/2019,12215,8861,654,307
5/29/2019,4065,2881,248,107
5/30/2019,7143,5031,397,171
5/31/2019,2701,1841,154,62
6/1/2019,9280,6445,754,224
6/2/2019,12830,10386,3801,465
6/3/2019,8382,6477,238,249
6/4/2019,9773,6914,630,240
6/5/2019,10074,7235,326,238
6/6/2019,2276,1494,166,53
6/7/2019,4553,3315,136,110
6/8/2019,19479,14124,772,497
6/9/2019,14295,10426,450,374
6/10/2019,7550,6069,97,231
6/11/2019,8012,5612,562,194
6/12/2019,17709,13504,2334,523
6/13/2019,11018,7738,604,272
6/14/2019,7934,5919,229,215
6/15/2019,10819,7455,349,242
6/16/2019,19384,13933,190,447
6/17/2019,4300,3117,128,109
6/18/2019,6712,4589,243,153
6/19/2019,8164,5396,571,179
6/20/2019,10398,7555,379,263
6/21/2019,6358,4686,307,162
6/22/2019,8166,5931,1260,225
6/23/2019,7470,5084,497,165
6/24/2019,8302,6322,268,224
6/25/2019,8868,6510,292,217
6/26/2019,1999,1314,88,44
6/27/2019,7229,4905,562,169
6/28/2019,7848,5821,455,213
6/29/2019,8955,6188,419,201
6/30/2019,8210,5803,253,189
7/1/2019,4847,3337,252,109
7/2/2019,2271,1515,150,52
7/3/2019,10025,7411,444,260
7/4/2019,10453,7404,726,264
7/5/2019,3418,2379,241,85
7/6/2019,9694,6970,390,250
7/7/2019,9607,6939,377,231
7/8/2019,7005,5140,319,180
7/9/2019,5377,3946,175,142
7/10/2019,4479,3356,93,122
7/11/2019,10829,7720,996,275
7/12/2019,8698,6599,270,243
7/13/2019,10019,6999,383,242
7/14/2019,1045,694,25,22
7/15/2019,3391,2474,180,87
7/16/2019,2731,2032,55,68
7/17/2019,4963,3667,138,128
7/18/2019,14142,10238,426,357
7/19/2019,5739,4094,587,146
7/20/2019,8073,5690,337,198
7/21/2019,8866,6469,363,232
7/22/2019,13392,9804,521,352
7/23/2019,15964,11924,338,394
7/24/2019,6875,4617,703,155
7/25/2019,8287,6277,141,216
7/26/2019,15629,11104,1040,372
7/27/2019,25209,17715,766,575
7/28/2019,9637,6426,516,214
7/29/2019,21233,15732,174,510
7/30/2019,23896,16804,384,525
7/31/2019,21769,15202,477,486
8/1/2019,12326,8983,724,324
8/2/2019,10161,7207,513,260
8/3/2019,11322,7868,781,280
8/4/2019,13935,9688,530,322
8/5/2019,5846,3899,454,131
8/6/2019,8212,5632,504,188
8/7/2019,9077,6273,395,218
8/8/2019,7702,5269,308,174
8/9/2019,20895,14599,450,480
8/10/2019,7794,5230,595,172
8/11/2019,9756,6544,630,216
8/12/2019,8114,5498,533,194
8/13/2019,4107,3016,74,104
8/14/2019,11765,8265,709,287
8/15/2019,8472,5761,484,192
8/16/2019,6528,4830,246,182
8/17/2019,7766,5262,478,180
8/18/2019,7860,5308,617,182
8/19/2019,10462,7502,373,259
8/20/2019,16773,11737,166,377
8/21/2019,6531,4377,158,138
8/22/2019,4018,2749,128,86
8/23/2019,16446,11686,239,384
8/24/2019,10440,7244,144,227
8/25/2019,12626,9036,153,293
8/26/2019,7919,5520,630,189
8/27/2019,22259,15739,665,510
8/28/2019,30448,22104,964,728
8/29/2019,10783,7216,183,227
8/30/2019,20871,14776,515,477
8/31/2019,10005,7143,131,232
9/1/2019,8498,5924,764,203
9/2/2019,8061,5409,568,179
9/3/2019,12019,8357,750,278
9/4/2019,4771,3372,256,112
9/5/2019,10819,7518,815,260
9/6/2019,2825,1910,164,67
9/7/2019,10103,7099,1028,256
9/8/2019,9402,6589,686,238
9/9/2019,10081,7304,468,256
9/10/2019,3550,2382,156,82
9/11/2019,7171,4855,515,171
9/12/2019,1066,798,31,29
9/13/2019,1635,1057,84,34
9/14/2019,0,0,0,0
9/15/2019,17573,12094,832,398
9/16/2019,12705,8810,647,299
9/17/2019,2940,2190,65,81
9/18/2019,3185,2211,120,79
9/19/2019,6914,4969,426,179
9/20/2019,9528,6540,717,220
9/21/2019,10076,6965,736,237
9/22/2019,11509,8442,332,288
9/23/2019,6987,4698,660,165
9/24/2019,6959,4751,518,169
9/25/2019,6040,4072,425,144
9/26/2019,12974,9206,696,322
9/27/2019,2464,1744,238,66
9/28/2019,10887,7497,721,258
9/29/2019,7710,5319,609,186
9/30/2019,4187,3137,121,115
10/1/2019,7103,5134,618,188
10/2/2019,7573,5187,511,181
10/3/2019,7209,4816,576,157
10/4/2019,4196,3004,392,120
10/5/2019,9386,6471,504,217
10/6/2019,6356,4759,313,167
10/7/2019,7139,5182,305,181
10/8/2019,8763,6269,186,220
10/9/2019,10314,7154,823,249
10/10/2019,8784,6590,367,242
10/11/2019,7494,5318,418,181
10/12/2019,7628,5183,623,179
10/13/2019,7076,4908,456,170
10/14/2019,13518,9730,724,348
10/15/2019,4318,2923,303,102
10/16/2019,13996,10019,551,354
10/17/2019,3799,2570,304,91
10/18/2019,6401,4357,245,152
10/19/2019,2842,1918,274,70
10/20/2019,9281,6320,601,218
10/21/2019,10315,6958,730,238
10/22/2019,10128,7026,578,240
10/23/2019,5551,3902,277,137
10/24/2019,10485,7737,395,273
10/25/2019,7046,5220,144,176
10/26/2019,9909,7053,981,261
10/27/2019,14098,9886,573,342
10/28/2019,10299,7913,1052,308
10/29/2019,10266,7003,447,238
10/30/2019,11638,8412,436,288
10/31/2019,2269,1532,147,56
11/1/2019,5526,3966,283,136
11/2/2019,11300,7683,913,256
11/3/2019,12929,9088,555,315
11/4/2019,6407,4853,310,181
11/5/2019,6769,4791,281,164
11/6/2019,2687,1899,140,69
11/7/2019,863,558,140,26
11/8/2019,13100,9178,778,325
11/9/2019,9088,6238,527,212
11/10/2019,11640,8111,559,279
11/11/2019,6584,4746,351,171
11/12/2019,4105,2956,196,111
11/13/2019,16251,11547,633,403
11/14/2019,11271,7841,594,269
11/15/2019,2320,1672,232,63
11/16/2019,4570,3121,404,112
11/17/2019,10391,7151,628,236
11/18/2019,7676,5558,253,202
11/19/2019,5748,4180,486,162
11/20/2019,2605,1849,163,69
11/21/2019,11112,7763,972,281
11/22/2019,3691,2761,957,116
11/23/2019,8670,6028,588,211
11/24/2019,12548,8388,992,279
11/25/2019,7884,5527,380,188
11/26/2019,5718,3962,449,140
11/27/2019,6570,4869,262,179
11/28/2019,7477,5109,464,168
11/29/2019,3561,2471,181,91
11/30/2019,9637,6750,661,231
12/1/2019,689,445,98,19
12/2/2019,8782,5945,684,197
12/3/2019,11100,7960,541,279
12/4/2019,10366,7058,878,244
12/5/2019,7072,5009,284,170
12/6/2019,2303,1649,64,59
12/7/2019,1353,906,135,38
12/8/2019,9743,7545,110,263
12/9/2019,12201,8439,502,283
12/10/2019,9283,6382,467,214
12/11/2019,13363,9147,964,310
12/12/2019,3063,2108,223,71
12/13/2019,10501,7785,544,274
12/14/2019,16798,11981,452,393
12/15/2019,20192,14535,411,482
12/16/2019,22258,15920,822,524
12/17/2019,4242,3060,218,110
12/18/2019,10193,7430,392,264
12/19/2019,8593,5756,953,199
12/20/2019,4733,3194,309,107
12/21/2019,9650,6625,858,224
12/22/2019,8215,5535,463,184
12/23/2019,3685,2595,290,93
12/24/2019,1132,750,103,29
12/25/2019,1540,1008,131,35
12/26/2019,8259,5957,309,213
12/27/2019,7755,5440,642,184
12/28/2019,24003,16822,333,530
12/29/2019,25246,17441,590,550
12/30/2019,15295,11102,408,369
12/31/2019,2093,1362,195,49
1/1/2020,9927,6794,519,236
1/2/2020,25094,18562,1417,649
1/3/2020,15225,10853,623,372
1/4/2020,18389,13449,590,452
1/5/2020,17264,11999,1019,396
1/6/2020,8408,5810,484,198
1/7/2020,8419,5753,328,181
1/8/2020,5013,3486,390,123
1/9/2020,2870,1908,174,66
1/10/2020,10160,7749,181,259
1/11/2020,11940,8964,321,294
1/12/2020,9756,6700,619,220
1/13/2020,11308,7879,1071,278
1/14/2020,4952,3567,222,130
1/15/2020,1881,1367,37,48
1/16/2020,4626,3233,686,113
1/17/2020,3456,2421,204,86
1/18/2020,691,448,48,17
1/19/2020,8308,5662,977,193
1/20/2020,9974,6755,759,225
1/21/2020,4815,3478,1337,144
1/22/2020,8249,6285,194,232
1/23/2020,5052,3458,310,115
1/24/2020,1441,931,112,34
1/25/2020,11246,8590,202,292
1/26/2020,9607,6576,678,227
1/27/2020,6581,4583,824,155
1/28/2020,2480,1647,260,58
1/29/2020,8430,5836,421,200
1/30/2020,12381,8549,683,284
1/31/2020,8678,6347,176,224
2/1/2020,1473,1017,147,36
2/2/2020,8936,6053,868,204
2/3/2020,10061,7040,723,247
2/4/2020,6361,4557,372,161
2/5/2020,6456,4767,340,177
2/6/2020,4681,3333,178,118
2/7/2020,7922,5991,105,200
2/8/2020,6470,4328,501,139
2/9/2020,9012,6167,538,207
2/10/2020,8896,6482,353,231
2/11/2020,2149,1547,129,55
2/12/2020,10525,7445,656,256
2/13/2020,10985,9161,4770,438
2/14/2020,11345,8062,565,281
2/15/2020,2580,1731,271,60
2/16/2020,9038,6060,561,198
2/17/2020,7874,6310,3208,295
2/18/2020,3347,2400,98,83
2/19/2020,2340,1668,100,59
2/20/2020,5085,3623,269,128
2/21/2020,7991,5731,1267,209
2/22/2020,10862,7553,504,259
2/23/2020,7667,5061,577,175
2/24/2020,8624,5939,487,207
2/25/2020,10422,7135,607,233
2/26/2020,10574,7551,418,255
2/27/2020,3678,2575,256,97
2/28/2020,290,187,49,8
2/29/2020,9879,7038,475,239
3/1/2020,16030,11733,142,387
3/2/2020,8018,5793,538,204
3/3/2020,6619,4662,285,164
3/4/2020,7094,5011,151,178
3/5/2020,8793,6461,281,230
3/6/2020,8251,5854,354,199
3/7/2020,10404,7984,222,267
3/8/2020,445,288,69,12
3/9/2020,6714,4706,223,162
3/10/2020,9894,6860,594,242
3/11/2020,13369,9962,495,351
3/12/2020,10908,7499,628,249
3/13/2020,9717,6687,735,229
3/14/2020,5487,3663,650,118
3/15/2020,8465,5566,825,190
3/16/2020,7812,5328,393,182
3/17/2020,3513,2492,195,85
3/18/2020,6326,4474,309,156
3/19/2020,9415,6506,769,218
3/20/2020,8694,6166,260,203
3/21/2020,7636,5991,2660,269
3/22/2020,8741,5898,485,198
3/23/2020,3996,2753,250,98
3/24/2020,6798,4537,498,153
3/25/2020,10691,7613,753,261
3/26/2020,7427,5108,857,181
3/27/2020,2519,1693,154,56
3/28/2020,998,645,68,25
3/29/2020,6838,4502,405,144
3/30/2020,10034,6862,875,232
3/31/2020,9920,6858,531,225
4/1/2020,2927,1981,320,75
4/2/2020,2734,1878,176,69
4/3/2020,2306,1555,69,55
4/4/2020,9290,6210,718,203
4/5/2020,7911,5324,564,177
4/6/2020,7535,5043,575,163
4/7/2020,2299,1533,137,49
4/8/2020,13651,10641,3774,455
4/9/2020,9995,7652,175,267
4/10/2020,10085,7819,138,266
4/11/2020,1576,1043,142,36
4/12/2020,9451,7328,154,248
4/13/2020,5696,4955,3810,269
4/14/2020,4081,2664,310,100
4/15/2020,1656,1070,170,39
4/16/2020,2812,1878,201,70
4/17/2020,7960,6728,4229,348
4/18/2020,3040,2089,385,81
4/19/2020,4385,2925,395,96
4/20/2020,8760,6021,1026,208
4/21/2020,10300,7744,356,269
4/22/2020,4908,3588,96,135
4/23/2020,5218,3459,309,122
4/24/2020,8387,5647,626,192
4/25/2020,3462,2368,331,84
4/26/2020,10243,6956,504,233
4/27/2020,9921,6809,735,235
4/28/2020,8042,5584,374,188
4/29/2020,3208,2201,292,70
4/30/2020,1237,800,146,33
5/1/2020,2263,1491,136,53
5/2/2020,8791,5989,711,205
5/3/2020,9149,6287,733,218
5/4/2020,7248,4939,802,171
5/5/2020,5036,3519,492,125
5/6/2020,7735,5365,499,185
5/7/2020,2534,1771,169,68
5/8/2020,7144,4829,620,174
5/9/2020,7053,4750,368,161
5/10/2020,8820,6067,565,209
5/11/2020,3582,2616,162,95
5/12/2020,9219,7068,176,245
5/13/2020,7805,5219,726,171
5/14/2020,2871,1917,526,67
5/15/2020,10195,7012,1192,241
5/16/2020,1763,1140,159,43
5/17/2020,6429,4305,569,148
5/18/2020,3929,2690,505,92
5/19/2020,8874,6171,458,205
5/20/2020,3358,2295,167,74
5/21/2020,4609,3045,353,105
5/22/2020,7722,6083,2309,264
5/23/2020,7234,4887,350,162
5/24/2020,7930,5305,682,172
5/25/2020,9923,6825,826,227
5/26/2020,7442,6184,3053,284
5/27/2020,2306,1555,305,62
5/28/2020,3346,2181,372,78
5/29/2020,9217,7328,2578,306
5/30/2020,9130,6216,590,212
5/31/2020,7088,4689,554,160
6/1/2020,11182,7499,780,244
6/2/2020,4198,2756,345,95
6/3/2020,5498,3929,355,132
6/4/2020,3489,2304,166,77
6/5/2020,9785,7379,170,247
6/6/2020,63,41,0,2
6/7/2020,0,0,0,0
6/8/2020,0,0,0,0
6/9/2020,153,99,9,4
6/10/2020,0,0,0,0
6/11/2020,0,0,0,0
6/12/2020,0,0,0,0
6/13/2020,7790,5163,575,164
6/14/2020,6156,4166,453,142
6/15/2020,8833,6843,2218,279
6/16/2020,3019,2227,138,82
6/17/2020,11576,8656,2211,346
6/18/2020,4097,2688,221,90
6/19/2020,7103,4862,301,161
6/20/2020,8835,6013,624,198
6/21/2020,7465,4988,542,164
6/22/2020,9415,6390,556,213
6/23/2020,2623,1728,231,58
6/24/2020,145,94,24,4
6/25/2020,10093,7422,257,255
6/26/2020,2672,1746,165,60
6/27/2020,15661,11659,2724,450
6/28/2020,6730,4465,473,152
6/29/2020,10088,6984,595,232
6/30/2020,7257,5839,2136,256
7/1/2020,3382,2374,238,87
7/2/2020,6161,5257,3075,264
7/3/2020,8266,5752,415,193
7/4/2020,6441,4246,763,147
7/5/2020,5967,4055,393,141
7/6/2020,2163,1425,167,49
7/7/2020,2297,1520,192,51
7/8/2020,1154,746,108,25
7/9/2020,9316,7078,249,241
7/10/2020,1349,926,62,34
7/11/2020,5282,4532,2849,236
7/12/2020,1130,738,160,30
7/13/2020,8962,6164,788,213
7/14/2020,6041,4535,597,163
7/15/2020,542,350,32,13
7/16/2020,2873,1911,140,66
7/17/2020,1085,701,119,27
7/18/2020,6976,4735,523,153
7/19/2020,7955,5339,586,179
7/20/2020,12171,8591,682,280
7/21/2020,1954,1296,93,44
7/22/2020,3135,2053,166,73
7/23/2020,2492,1666,247,61
7/24/2020,6233,4456,379,152
7/25/2020,6958,4669,676,158
7/26/2020,9690,6628,1114,224
7/27/2020,3675,2512,233,86
7/28/2020,1595,1046,149,38
7/29/2020,6531,4491,1054,149
7/30/2020,10981,7477,218,257
7/31/2020,8228,5531,421,174
8/1/2020,7254,4941,680,165
8/2/2020,8865,5991,764,192
8/3/2020,8648,5898,579,201
8/4/2020,3136,2256,406,75
8/5/2020,1762,1222,98,44
8/6/2020,2213,1528,134,54
8/7/2020,6532,4544,595,152
8/8/2020,3172,2091,189,71
8/9/2020,7408,5078,452,158
8/10/2020,8456,5724,517,182
8/11/2020,7792,5664,220,191
8/12/2020,7789,5532,443,189
8/13/2020,1968,1380,96,45
8/14/2020,7575,5093,855,174
8/15/2020,7874,5344,775,181
8/16/2020,6885,4703,641,166
8/17/2020,6640,4522,587,143
8/18/2020,8053,5523,399,184
8/19/2020,6604,4434,342,144
8/20/2020,4985,3603,309,128
8/21/2020,699,452,98,19
8/22/2020,14422,10203,355,355
8/23/2020,1542,1117,57,39
8/24/2020,756,489,66,22
8/25/2020,3823,2747,193,98
8/26/2020,1025,663,116,23
8/27/2020,16064,11995,458,410
8/28/2020,587,379,85,21
8/29/2020,360,233,40,12
8/30/2020,481,311,50,15
8/31/2020,389,251,40,9
9/1/2020,665,430,62,19
9/2/2020,746,482,119,19
9/3/2020,434,281,65,13
9/4/2020,989,639,121,26
9/5/2020,1261,831,101,31
9/6/2020,1097,713,163,32
9/7/2020,531,343,48,13
9/8/2020,5173,3876,139,136
9/9/2020,3548,2468,299,87
9/10/2020,6006,4732,91,163
9/11/2020,13826,9991,930,338
9/12/2020,10553,7776,225,255
9/13/2020,1027,664,134,27
9/14/2020,2784,2006,72,71
9/15/2020,4506,3116,303,107
9/16/2020,533,345,106,17
9/17/2020,9728,6868,614,234
9/18/2020,5685,4364,241,153
9/19/2020,513,332,57,14
9/20/2020,1992,1327,164,51
9/21/2020,970,627,175,29
9/22/2020,4976,3464,233,121
9/23/2020,457,295,81,15
9/24/2020,4105,2939,197,106
9/25/2020,4933,3596,92,123
9/26/2020,18298,13070,603,434
9/27/2020,932,606,129,26
9/28/2020,414,268,70,13
9/29/2020,4022,2804,261,99
9/30/2020,15605,11831,358,396
10/1/2020,3473,2451,115,87
10/2/2020,5282,3839,188,137
10/3/2020,9992,7385,248,253
10/4/2020,2335,1659,146,58
10/5/2020,8271,6283,191,215
10/6/2020,7184,5159,197,174
10/7/2020,575,372,38,15
10/8/2020,644,416,105,20
10/9/2020,7371,5566,271,198
10/10/2020,1813,1279,213,44
10/11/2020,7973,5967,95,205
10/12/2020,10853,8516,204,296
10/13/2020,8525,6429,395,222
10/14/2020,7590,5546,238,189
10/15/2020,28293,21473,485,724
10/16/2020,2219,1649,144,61
10/17/2020,2039,1479,139,51
10/18/2020,4901,3714,58,126
10/19/2020,647,418,108,20
10/20/2020,8568,6493,219,221
10/21/2020,3275,2295,203,75
10/22/2020,4161,3001,129,105
10/23/2020,10213,7568,445,265
10/24/2020,327,211,51,10
